name,price,sweet,bitter,fruity,acidity,aging,soft
Skinner 2012 Eighteen Sixty-One Red (El Dorado),30,5.0,3.0,5.0,3.0,5.0,3.0
Giacosa Fratelli 2012 Bussia  (Barolo),55,4.0,3.0,5.0,5.0,3.0,3.0
WindVane 2015 Estate Grown Chardonnay (Carneros),40,3.0,3.0,5.0,5.0,5.0,3.0
Cosentino 2013 The Novelist Meritage (Napa County),20,4.0,3.0,5.0,5.0,5.0,3.0
Ten Acre 2010 Green Acre Hills Sangiacomo Vineyards Chardonnay (Sonoma Coast),48,3.0,3.0,5.0,5.0,5.0,3.0
Castillo de Sajazarra 2008 Reserva  (Rioja),35,5.0,3.0,5.0,3.0,4.0,3.0
Cayuse 2014 Impulsivo En Chamberlain Vineyard Tempranillo (Walla Walla Valley (OR)),95,3.0,3.0,5.0,4.0,4.0,3.0
Vignerons de Bel Air 2011 Domaine de la Source  (Chiroubles),15,3.0,4.0,5.0,3.0,3.0,3.0
Dom Caudron 2008 Sublimit챕 50/50  (Champagne),95,3.0,3.0,4.0,5.0,4.0,3.0
Laroque 2015 Pinot Noir (Vin de Pays Cit챕 de Carcassonne),14,3.0,3.0,5.0,4.0,3.0,3.0
Dr. Wehrheim 2007 Buntsandstein Weisser Burgunder Kabinett Trocken Pinot Blanc (Pfalz),20,4.0,3.0,5.0,5.0,2.0,1.0
Market Vineyards 2011 Benchmark Merlot (Columbia Valley (WA)),29,3.0,3.0,3.0,3.0,4.0,3.0
Casa Santos Lima 2013 Cabra Cega Red (Lisboa),10,3.0,3.0,5.0,5.0,4.0,3.0
Ch창teau Pichon Longueville 2007  Pauillac,90,5.0,5.0,5.0,3.0,2.0,3.0
Casa de Vila Verde 2014 Pluma Ros챕 (Vinho Verde),,5.0,3.0,5.0,3.0,3.0,3.0
Alba Roja 2012 Malbec (Mendoza),13,3.0,5.0,5.0,3.0,3.0,1.0
Estampa 2014 Fina Reserva Ensamblaje Sauvignon Blanc-Chardonnay-Viognier White (Colchagua Valley),19,1.0,5.0,5.0,5.0,2.0,3.0
Ch창teau Les Trois Manoirs 2014  M챕doc,22,3.0,5.0,5.0,5.0,4.0,3.0
Marquis de la Tour NV Brut Sparkling (Vin Mousseux),13,3.0,3.0,5.0,5.0,3.0,3.0
Ch창teau la Tour de Pin Figeac 2009 Barrel sample  (Saint-횋milion),,3.0,5.0,5.0,3.0,2.0,5.0
Ponzi 2013 Ros챕 Pinot Noir (Willamette Valley),20,3.0,3.0,5.0,3.0,3.0,3.0
Ciacci Piccolomini d'Aragona 2013 Ateo Red (Sant'Antimo),,3.0,5.0,5.0,3.0,4.0,3.0
Concha y Toro 2013 Casillero del Diablo Reserva Carmen챔re (Central Valley),11,3.0,3.0,5.0,5.0,5.0,3.0
Dog Point 2011 Section 94 Sauvignon Blanc (Marlborough),36,3.0,3.0,3.0,4.0,3.0,3.0
Aubry NV Brut Ros챕 Premier Cru  (Champagne),59,3.0,3.0,5.0,5.0,2.0,5.0
La Staffa 2013 Rincrocca  (Verdicchio dei Castelli di Jesi Classico Superiore),18,5.0,3.0,3.0,5.0,2.0,3.0
Winery at La Grange 2012 Cabernet Sauvignon (Virginia),43,3.0,3.0,5.0,5.0,2.0,3.0
Cortes de Cima 2007 Aragonez Red (Alentejano),45,3.0,5.0,5.0,5.0,2.0,5.0
Conarium 2013 Bacigalupi Vineyards Pinot Noir (Russian River Valley),42,3.0,3.0,3.0,3.0,3.0,3.0
Jean-Luc and Paul Aegerter 2016 Vieilles Vignes  (Bourgogne),,3.0,5.0,5.0,5.0,1.0,3.0
Rozes 2005 Terras do Grifo Selected Harvest Malvasia Fina (Douro),20,4.0,3.0,4.0,5.0,3.0,3.0
Tualatin Estate 1998 Pinot Noir (Willamette Valley),24,3.0,5.0,5.0,3.0,2.0,1.0
Billecart-Salmon 2002 Cuv챕e Nicolas Fran챌ois Billecart Brut  (Champagne),,3.0,3.0,5.0,3.0,3.0,3.0
Schloss Saarstein 2015 Riesling (Mosel),17,5.0,1.0,3.0,5.0,3.0,3.0
Domaine des Tilleuls 2014 Essentielle  (Muscadet S챔vre et Maine),12,3.0,3.0,3.0,4.0,4.0,2.0
Maryhill 2009 Cabernet Sauvignon (Columbia Valley (WA)),17,5.0,5.0,5.0,3.0,2.0,3.0
Hunt & Ryde 2013 Trophy Red (Rockpile),75,4.0,3.0,5.0,3.0,5.0,3.0
Hosmer 2009 Pinot Noir (Cayuga Lake),15,5.0,3.0,5.0,3.0,5.0,3.0
Henry's Drive Vignerons 2009 The Postmistress Blanc de Blancs Chardonnay (Padthaway),20,5.0,1.0,3.0,5.0,3.0,3.0
Dutton Estate 2008 Karmen Isabella Pinot Noir (Russian River Valley),38,4.0,3.0,5.0,3.0,5.0,3.0
Bricco Grilli 2011 Serragrilli  (Barbaresco),,4.0,5.0,5.0,3.0,3.0,3.0
Giovello NV Ros챕 Dry Cuv챕e Sparkling (Italy),14,3.0,3.0,5.0,4.0,4.0,3.0
Graziano 2013 Reserve Zinfandel (Mendocino County),28,3.0,5.0,5.0,3.0,3.0,1.0
Canella NV Ros챕 Brut Pinot Nero (Veneto),21,3.0,3.0,3.0,3.0,3.0,3.0
Netzl 2015 Gr체ner Veltliner (Carnuntum),12,3.0,3.0,5.0,5.0,2.0,3.0
La Chiripada 2010 Winemakers' Select White White (New Mexico),16,5.0,3.0,3.0,3.0,3.0,3.0
Avennia 2011 Justine Red (Columbia Valley (WA)),38,3.0,3.0,5.0,3.0,2.0,3.0
Tolosa 2010 Edna Ranch Block 569 Chardonnay (Edna Valley),42,3.0,3.0,5.0,5.0,2.0,1.0
Tikal 2014 Certified Biodynamic Malbec-Syrah (Mendoza),23,3.0,3.0,5.0,5.0,5.0,3.0
Enoport 2014 Penina Red (Tejo),7,3.0,5.0,5.0,5.0,3.0,5.0
North 42 Degrees 2016 Sweet Riesling (Lake Erie North Shore),16,5.0,3.0,5.0,3.0,3.0,3.0
Kokomo 2014 Peters Vineyard Chardonnay (Russian River Valley),28,3.0,3.0,3.0,3.0,4.0,3.0
Barrister 2011 Klipsun Vineyard Sauvignon Blanc (Red Mountain),19,5.0,1.0,5.0,5.0,3.0,3.0
Ch창teau Fontis 2006  M챕doc,,3.0,3.0,5.0,3.0,3.0,3.0
Monte Zovo 2016  Bardolino Chiaretto,10,3.0,3.0,5.0,5.0,2.0,3.0
Verum 2016 Reserva Cabernet Franc (Alto Valle del R챠o Negro),19,3.0,3.0,5.0,5.0,3.0,3.0
Caldwell 2011 Silver Red (Napa Valley),120,3.0,5.0,5.0,3.0,4.0,3.0
Jolet챕 2012 Pinot Noir (Oregon),22,5.0,3.0,5.0,5.0,2.0,3.0
Zuccardi 2012 Emma Bonarda (Mendoza),38,5.0,3.0,5.0,5.0,5.0,3.0
Pievalta 2014  Verdicchio dei Castelli di Jesi Classico Superiore,19,3.0,3.0,5.0,5.0,3.0,2.0
WesMar 2013 Salzgeber Vineyard Pinot Noir (Russian River Valley),45,3.0,3.0,5.0,4.0,5.0,3.0
Ruby Hill Winery 2014 Reserve Collection Petite Sirah (Livermore Valley),29,3.0,4.0,5.0,3.0,3.0,3.0
Ch창teau Carbonnieux 2010  Pessac-L챕ognan,,3.0,5.0,4.0,3.0,3.0,2.0
Ch창teau du Cros 2013  ,32,4.0,5.0,5.0,5.0,2.0,3.0
Hunnicutt 2009 Cabernet Sauvignon (Spring Mountain District),85,3.0,5.0,5.0,3.0,3.0,1.0
Chilcas 2005 Tierra Oscura Cabernet Franc (Maule Valley),15,3.0,4.0,5.0,5.0,4.0,3.0
Feudo Montoni 2007 G Grillo (Sicilia),12,5.0,3.0,5.0,3.0,3.0,3.0
Pascal Aufranc 2012 Vignes de 1939  (Ch챕nas),35,3.0,3.0,5.0,5.0,5.0,5.0
Blanco Nieva 2015 Pie Franco Verdejo (Rueda),30,3.0,3.0,5.0,5.0,4.0,2.0
Kenneth Volk 2005 Sierra Madre Vineyard Chardonnay (Santa Maria Valley),24,5.0,3.0,5.0,4.0,4.0,3.0
Wise 2006 Single Vineyard Chardonnay (Western Australia),27,3.0,3.0,5.0,5.0,5.0,3.0
Pull 2010 Merlot (Paso Robles),18,3.0,5.0,5.0,3.0,4.0,3.0
Cortes de Cima 2013 Cabernet Sauvignon (Alentejano),45,3.0,5.0,3.0,3.0,3.0,3.0
Etude 2012 Cabernet Sauvignon (Napa Valley),85,5.0,3.0,5.0,3.0,3.0,3.0
Lachini 2014 Prima Pinot Noir (Chehalem Mountains),100,3.0,3.0,5.0,5.0,3.0,3.0
Henry Estate 2014 Pinot Noir (Umpqua Valley),20,3.0,3.0,5.0,3.0,4.0,3.0
La Chablisienne 2013 Pas si Petit  (Petit Chablis),19,3.0,3.0,5.0,5.0,3.0,5.0
Pala 2008 Essentija Bovale (Isola dei Nuraghi),30,3.0,5.0,5.0,3.0,2.0,3.0
Quinta de Soalheiro 2014 Primeiras Vinhas Alvarinho (Vinho Verde),25,3.0,3.0,3.0,5.0,3.0,3.0
Dusted Valley 2012 V.R. Special Cabernet Sauvignon (Columbia Valley (WA)),60,5.0,5.0,5.0,3.0,4.0,3.0
Sbragia 2010 Andolsen Vineyard Cabernet Sauvignon (Dry Creek Valley),38,3.0,5.0,5.0,3.0,5.0,5.0
Bougrier 2015 Alain de la Treille Pinot Noir (Vin de France),13,5.0,3.0,5.0,3.0,4.0,3.0
Anam Cara 2006 Heather's Vineyard Pinot Noir (Chehalem Mountains),65,3.0,3.0,4.0,3.0,3.0,1.0
Stags' Leap Winery 2016 Viognier (Napa Valley),32,3.0,3.0,5.0,3.0,3.0,3.0
Terlato 2007 Episode Red (Napa Valley),175,3.0,5.0,5.0,5.0,1.0,3.0
Wind Rose 2011 Red Heaven Vineyard Barbera (Red Mountain),30,3.0,3.0,5.0,5.0,4.0,3.0
Rubus 2015 White (Vin de France),10,3.0,3.0,5.0,5.0,3.0,3.0
Ch창teau de Tracy 2005  Pouilly-Fum챕,35,3.0,3.0,5.0,5.0,5.0,3.0
Tenuta Rapital횪 2012 Nuhar Red (Sicilia),18,4.0,5.0,5.0,3.0,4.0,3.0
Benessere 2012 Collins Holystone Vineyard Zinfandel (St. Helena),35,3.0,3.0,5.0,3.0,5.0,3.0
Kramer 2007 Merlot (Walla Walla Valley (OR)),28,5.0,3.0,5.0,3.0,4.0,5.0
Rivino 2008 Chardonnay (Mendocino),22,4.0,3.0,4.0,4.0,3.0,3.0
Domaines Ott 2014 Clos Mireille Ros챕 (C척tes de Provence),49,3.0,3.0,5.0,3.0,3.0,1.0
Ch창teau Branaire-Ducru 2010  Saint-Julien,,3.0,5.0,5.0,5.0,2.0,3.0
Adami 2014 Vigneto Giardino  (Valdobbiadene Prosecco Superiore),22,3.0,3.0,5.0,5.0,3.0,3.0
Celli 2015 Le Grillaie Sangiovese (Romagna),16,3.0,5.0,5.0,3.0,4.0,3.0
Santa Barbara 2012  Verdicchio dei Castelli di Jesi,14,3.0,5.0,4.0,5.0,3.0,4.0
Terre Rouge 2011 Monarch Mine Vineyard Roussanne (Sierra Foothills),25,3.0,3.0,3.0,4.0,4.0,2.0
Lineage 2008 Ghielmetti Estate Vineyard Red (Livermore Valley),135,3.0,3.0,5.0,3.0,3.0,3.0
Beaulieu Vineyard 1997 Georges de Latour Private Reserve Cabernet Sauvignon (Napa Valley),100,3.0,3.0,5.0,3.0,3.0,3.0
Lullaby 2010 Viognier (Walla Walla Valley (WA)),35,3.0,3.0,5.0,3.0,3.0,3.0
T'Jara 2010 Merlot (North Fork of Long Island),25,3.0,3.0,5.0,5.0,3.0,3.0
De Loach 2008 Thornton Vineyard Pinot Noir (Sonoma Coast),45,5.0,3.0,5.0,3.0,4.0,3.0
Domaine Poli 2015 Ros챕 (Ile de Beaut챕),15,3.0,3.0,5.0,5.0,3.0,3.0
Winzer Krems 2011 Edition Chremisa Sandgrube 13 Gr체ner Veltliner (Nieder철sterreich),24,3.0,3.0,3.0,5.0,5.0,3.0
Gilles Flacher 2011 Les Rouelles  (Condrieu),60,4.0,3.0,4.0,5.0,4.0,3.0
Johann Donabaum 2007 Spitzer Point Smaragd Gr체ner Veltliner (Wachau),51,3.0,3.0,5.0,5.0,4.0,5.0
Aymara 2014 Reserva Cabernet Sauvignon (Mendoza),16,3.0,5.0,5.0,3.0,5.0,3.0
Kon Tiki 2014 Cabernet Sauvignon (Central Valley),13,3.0,3.0,5.0,5.0,4.0,3.0
Coeur d'Alene 2012 Viognier (Washington),24,4.0,3.0,5.0,5.0,2.0,3.0
Carter Estate 2012 Blanc de Blanc Chardonnay (South Coast),32,3.0,3.0,5.0,5.0,3.0,3.0
Artadi 2010 Vi챰a El Pison  (Rioja),350,5.0,3.0,5.0,5.0,4.0,5.0
Capoverso 2004 Red (Toscana),,3.0,5.0,5.0,3.0,4.0,3.0
Veramar NV Ros챕 (Virginia),18,5.0,3.0,5.0,3.0,3.0,3.0
Lionheart 2007 Saralee's Vineyard The Angel's Share Marsanne-Roussanne White (Russian River Valley),33,3.0,3.0,3.0,5.0,4.0,3.0
Michel Gassier 2013 Les Piliers Syrah (Costi챔res de N챤mes),17,1.0,5.0,5.0,3.0,5.0,3.0
Capaia 2007 Blue Grove Hill Sauvignon Blanc (Philadelphia),19,3.0,3.0,5.0,3.0,3.0,3.0
Cantine Paolo Leo 2012 Orfeo Negroamaro (Puglia),20,3.0,5.0,5.0,3.0,4.0,2.0
Domaine Matthias et Emile Roblin 2015 Origine  (Sancerre),35,3.0,5.0,5.0,5.0,2.0,3.0
Dalrymple 2012 Bicheno Single Site Pinot Noir (Tasmania),65,3.0,3.0,5.0,4.0,3.0,1.0
Bonterra 2013 Pinot Noir (Mendocino County),16,3.0,3.0,5.0,5.0,3.0,5.0
Psagot 2010 Edom Red (Judean Hills),35,3.0,5.0,5.0,3.0,3.0,3.0
Pieropan 2009 Vigna Garzon  (Amarone della Valpolicella),77,3.0,5.0,5.0,5.0,4.0,5.0
Ch창teau Saint-Florian 2016  Bordeaux Blanc,12,4.0,3.0,5.0,5.0,3.0,5.0
Ch창teau de Belcier 2015  Castillon C척tes de Bordeaux,17,3.0,5.0,5.0,3.0,2.0,1.0
Ch창teau Lanbersac 2012  Puisseguin Saint-횋milion,25,3.0,5.0,5.0,3.0,2.0,2.0
Michele Chiarlo 2007 Cerequio  (Barolo),104,4.0,3.0,5.0,3.0,3.0,3.0
Babcock 2009 Precocious Pinot Noir (Santa Barbara County),55,3.0,3.0,5.0,3.0,4.0,5.0
Vi챰a Maipo 2012 Vitral Cabernet Sauvignon (Central Valley),12,3.0,5.0,5.0,3.0,4.0,3.0
Zuccardi 2013 Serie A Malbec (Valle de Uco),15,3.0,3.0,5.0,3.0,5.0,3.0
Scala Dei 2008 Prior Red (Priorat),27,3.0,3.0,5.0,3.0,4.0,3.0
Deutz 2000 Cuv챕e William Deutz Ros챕 Brut  (Champagne),,3.0,3.0,5.0,5.0,5.0,1.0
Chanson P챔re et Fils 2014  Chablis,32,3.0,3.0,5.0,5.0,5.0,5.0
Dunning Vineyards 2008 Private Reserve Syrah (Paso Robles),35,3.0,3.0,5.0,3.0,4.0,1.0
Blackbird Vineyards 2012 Paramour Red (Napa Valley),125,5.0,5.0,5.0,3.0,3.0,3.0
Dopff & Irion NV Ros챕 Sparkling (Cr챕mant d'Alsace),19,3.0,5.0,5.0,4.0,3.0,3.0
Quinta da Alorna 2014 Touriga Nacional (Tejo),10,3.0,5.0,3.0,3.0,3.0,5.0
Mart챠n Berdugo 2016 Verdejo (Rueda),15,4.0,3.0,5.0,5.0,3.0,3.0
Vino z Czech NV Cabernet Moravia (Moravia),18,3.0,3.0,5.0,4.0,3.0,3.0
Ouled Thaleb 2012 M챕daillon Red (Zenata),18,3.0,5.0,5.0,5.0,4.0,3.0
"The Dancing Fox 2012 Lewis Vineyards, Reserve Cabernet Sauvignon (Lodi)",59,5.0,3.0,5.0,3.0,4.0,5.0
Piccini 2009  Chianti Classico,15,3.0,5.0,3.0,5.0,3.0,5.0
Ch창teau Grossombre de Saint-Joseph 2014  Bordeaux Sup챕rieur,18,3.0,5.0,5.0,3.0,2.0,1.0
Graziano 2012 Syrah (Mendocino County),19,5.0,5.0,5.0,3.0,2.0,5.0
Ch창teau Bouscaut 2009  Pessac-L챕ognan,,5.0,5.0,5.0,3.0,2.0,3.0
Ledson 2004 Cabernet Franc (Alexander Valley),48,4.0,5.0,5.0,3.0,5.0,3.0
Mocali 2008 I Piaggioni Sangiovese Grosso (Toscana),15,3.0,3.0,5.0,3.0,4.0,3.0
Lynmar 2012 Quail Hill Vineyard Pinot Noir (Russian River Valley),60,5.0,5.0,5.0,3.0,4.0,5.0
Roux P챔re et Fils 2015 Les Murgers des Denys de Chien Premier Cru  (Saint-Aubin),50,3.0,3.0,3.0,5.0,5.0,3.0
Domaine Saumaize-Michelin 2013 Clos sur la Roche  (Pouilly-Fuiss챕),39,3.0,3.0,5.0,5.0,2.0,5.0
Venteux 2006 Estate Petite Sirah (Paso Robles),45,5.0,4.0,5.0,3.0,1.0,3.0
Re Manfredi 2007 Serpara  (Aglianico del Vulture),50,3.0,3.0,5.0,3.0,3.0,3.0
Descendientes de J. Palacios 2011 Moncerbal Corull처n Menc챠a (Bierzo),100,5.0,3.0,5.0,3.0,4.0,3.0
Benanti 2005 Pietramarina  (Etna),45,3.0,3.0,5.0,4.0,4.0,2.0
Bodega Classica 2015 Hacienda Lopez de Haro Rosado (Rioja),11,4.0,3.0,5.0,5.0,4.0,4.0
Andr챕 Kientzler 2016 Osterberg Grand Cru Riesling (Alsace),37,1.0,5.0,5.0,5.0,3.0,1.0
Mario Gagliasso 2011 Rocche dell'Annunziata  (Barolo),48,1.0,5.0,5.0,5.0,3.0,3.0
Maison Nicolas Perrin 2009  Crozes-Hermitage,36,4.0,3.0,5.0,3.0,3.0,3.0
Quinta do Cavalinho 2016 Herdade dos Templ찼rios White (Tejo),12,3.0,3.0,3.0,3.0,3.0,3.0
X 2007 Cabernet Sauvignon (Napa Valley),25,3.0,3.0,5.0,3.0,5.0,5.0
Leese-Fitch 2015 Sauvignon Blanc (California),12,5.0,3.0,3.0,5.0,4.0,3.0
World's End 2014 Rebel Rebel Reserve Chardonnay (Napa Valley),47,5.0,3.0,4.0,4.0,5.0,3.0
Mas de Pampelonne 2013 Ros챕 (C척tes de Provence),18,3.0,3.0,5.0,5.0,2.0,2.0
Stefano Accordini 2010  Valpolicella Classico,16,3.0,3.0,5.0,3.0,2.0,3.0
Ch창teau Beaus챕jour 2014 Cuv챕e Sp챕ciale  (Puisseguin Saint-횋milion),36,3.0,5.0,5.0,5.0,5.0,3.0
Malvir횪 2007 Renesio Riserva  (Roero),46,3.0,3.0,5.0,3.0,4.0,3.0
Ebner-Ebenauer 2013 Hermanschachern Gr체ner Veltliner (Weinviertel),25,3.0,3.0,3.0,5.0,4.0,3.0
Jean-Luc Colombo 2015 La Belle de Mai Roussanne-Marsanne (Saint-P챕ray),40,4.0,3.0,4.0,5.0,2.0,3.0
Saint Clair 2009 Pioneer Block 20 Cash Block Sauvignon Blanc (Marlborough),24,5.0,3.0,3.0,3.0,3.0,3.0
Corm챵ns 2014 Chardonnay (Collio),13,3.0,3.0,5.0,5.0,3.0,2.0
Domaine A. Machard de Gramont 2010 Clos Blanc Premier Cru  (Pommard),61,3.0,4.0,5.0,3.0,1.0,1.0
Castillo de Cuzcurrita 2005 Cerrado de Castillo  (Rioja),85,5.0,3.0,5.0,3.0,5.0,3.0
Gary Farrell 2011 Stiling Vineyard Pinot Noir (Russian River Valley),50,3.0,3.0,5.0,3.0,3.0,3.0
Ancient Peaks 2009 Petite Sirah (Paso Robles),35,5.0,5.0,5.0,3.0,3.0,5.0
Novelty Hill 2012 Stillwater Creek Vineyard Sangiovese (Columbia Valley (WA)),28,3.0,3.0,5.0,3.0,5.0,3.0
Storm 2009 Pinot Noir (Santa Maria Valley),40,3.0,3.0,5.0,5.0,5.0,1.0
Louis Sipp 2010 Osterberg Grand Cru Riesling (Alsace),27,3.0,3.0,5.0,5.0,4.0,1.0
Maryhill 2013 Northridge Vineyard Syrah (Wahluke Slope),40,3.0,3.0,5.0,3.0,4.0,3.0
Atwater 2013 Blanc de Blancs M챕thode Champenoise Chardonnay (Finger Lakes),30,3.0,3.0,5.0,5.0,4.0,3.0
Domaine des Nugues 2013  Beaujolais-Villages,16,3.0,5.0,5.0,5.0,5.0,3.0
Handley 2009 Pinot Noir (Mendocino County),25,3.0,3.0,3.0,5.0,4.0,3.0
Lemelson 2012 Dry Riesling (Willamette Valley),19,5.0,1.0,5.0,5.0,3.0,1.0
Solsticio 2011 Verano Torront챕s (Mendoza),13,3.0,5.0,4.0,5.0,5.0,3.0
Caves Velhas 2014 Casaleiro Reserva White (Tejo),,3.0,3.0,5.0,5.0,4.0,3.0
Victor Vineyards 2011 Roadside Red Red (California),16,3.0,3.0,5.0,3.0,2.0,3.0
Trapiche 2010 Oak Cask Malbec (Mendoza),10,3.0,3.0,5.0,3.0,5.0,3.0
St. Pauls 2014 Pinot Grigio (Alto Adige),20,3.0,3.0,5.0,5.0,3.0,2.0
Santa Luz 2011 Reserva Encinos Carmen챔re (Colchagua Valley),13,3.0,3.0,5.0,3.0,3.0,3.0
Buttonwood 2015 Signature Blend Sauvignon Blanc (Santa Ynez Valley),18,3.0,3.0,5.0,4.0,3.0,3.0
Le Vigne di Alice NV Fondo Glera,25,3.0,3.0,5.0,5.0,3.0,1.0
Quady North 2013 Mae's Vineyard Syrah (Applegate Valley),29,4.0,5.0,5.0,3.0,4.0,3.0
Antadze 2014 Kvevri Wine Saperavi (Kakheti),28,3.0,5.0,5.0,3.0,4.0,3.0
Melipal 2007 Nazarenas Vineyard Malbec (Mendoza),40,3.0,3.0,5.0,3.0,5.0,3.0
Lamoreaux Landing 2009 Round Rock Vineyard Riesling (Finger Lakes),20,5.0,3.0,3.0,5.0,5.0,4.0
Domaine Laroche 2009 Les Vaudevey  (Chablis),40,3.0,3.0,5.0,5.0,1.0,3.0
Alberto Voerzio 2011 La Serra  (Barolo),70,1.0,5.0,5.0,5.0,4.0,3.0
Lamoreaux Landing 2014 Semi-Dry Riesling (Finger Lakes),14,3.0,3.0,5.0,4.0,1.0,3.0
WillaKenzie Estate 2012 Estate Grown Pinot Blanc,21,3.0,3.0,5.0,5.0,2.0,3.0
Jones of Washington 2011 Sauvignon Blanc (Columbia Valley (WA)),15,5.0,1.0,3.0,5.0,5.0,3.0
Scotto Family Cellars 2015 Cabernet Sauvignon (Lodi),13,3.0,3.0,5.0,3.0,3.0,5.0
Vin챠cola de Castilla 2011 Finca del Castillo Joven Tempranillo (La Mancha),9,3.0,3.0,5.0,4.0,4.0,3.0
Jean-Luc Bald챔s 2008 Clos Triguedina Bald챔s Red (Cahors),,3.0,4.0,5.0,3.0,3.0,3.0
Sattler 2015 Zweigelt (Burgenland),15,3.0,3.0,5.0,3.0,2.0,3.0
Reichsgraf von Kesselstatt 2015 Braunberger Juffer-Sonnenuhr Sp채tlese Grosse Lage Riesling (Mosel),34,3.0,3.0,5.0,5.0,4.0,5.0
Alpha Omega 2012 Unoaked Chardonnay (Napa Valley),42,3.0,3.0,4.0,3.0,1.0,1.0
Mur챵la 2012 Pecorino (Terre di Chieti),14,4.0,3.0,5.0,5.0,5.0,3.0
Montenidoli 2014 Fiore  (Vernaccia di San Gimignano),26,3.0,3.0,5.0,5.0,3.0,3.0
Domaine Sangouard-Guyot 2012 Au Br청l챕  (Saint-V챕ran),20,3.0,3.0,4.0,5.0,5.0,3.0
Ch창teau Lagrange 2007 Les Arums de Lagrange  (Bordeaux Blanc),,3.0,3.0,3.0,5.0,5.0,3.0
Markham 2011 Estate Grown Cabernet Franc (Napa Valley),42,3.0,5.0,5.0,3.0,4.0,3.0
Three Brothers 2014 2nd Degree Medium Sweet Riesling (Seneca Lake),14,4.0,3.0,5.0,5.0,3.0,3.0
Ch창teau des Bertrands 2015 Red (C척tes de Provence),24,3.0,4.0,5.0,5.0,2.0,1.0
Ch창teau Trimoulet 2003  Saint-횋milion,29,3.0,4.0,5.0,5.0,2.0,1.0
Hubert Weber 2007 Winemaker's Selection Red (Mendoza),55,3.0,4.0,5.0,3.0,5.0,3.0
Russian Ridge 2011 Petite Sirah (Paso Robles),28,4.0,5.0,5.0,3.0,4.0,5.0
Conti Costanti 2014  Rosso di Montalcino,42,3.0,5.0,5.0,5.0,4.0,5.0
Tasca d'Almerita 2010 Sallier de la Tour Grillo (Sicilia),11,3.0,3.0,3.0,5.0,3.0,3.0
Girlan 2012 Indra Sauvignon (Alto Adige),22,4.0,3.0,5.0,5.0,3.0,3.0
Mercer 2011 Reserve Cavalie Red (Columbia Valley (WA)),40,3.0,3.0,5.0,5.0,3.0,3.0
Il Cascinone 2005 Rive  (Barbera d'Asti),26,3.0,3.0,5.0,3.0,3.0,3.0
Browne Family Vineyards 2014 Sauvignon Blanc (Columbia Valley (WA)),18,5.0,3.0,5.0,4.0,5.0,5.0
Benessere 2005 Costa Del Sol Red (Napa Valley),18,5.0,3.0,5.0,5.0,3.0,3.0
Geyser Peak 2015 Sauvignon Blanc (California),12,3.0,3.0,5.0,5.0,2.0,3.0
Valchiar챵 2004 Picolit (Colli Orientali del Friuli),90,5.0,3.0,5.0,3.0,1.0,3.0
Vallana 2011 Spanna Nebbiolo (Colline Novaresi),20,3.0,5.0,5.0,5.0,4.0,3.0
Grifalco 2011  Aglianico del Vulture,16,4.0,5.0,5.0,3.0,3.0,3.0
Alysian 2008 Floodgate Vineyard West Block Pinot Noir (Russian River Valley),55,3.0,3.0,5.0,3.0,3.0,3.0
Schlossgut Diel 2014 Riesling (Nahe),,3.0,3.0,5.0,5.0,5.0,1.0
Brunelli 2003 Campo Inferi Riserva  (Amarone della Valpolicella Classico),,5.0,5.0,5.0,3.0,3.0,3.0
Cattleya 2015 Soberanes Vineyard Syrah (Santa Lucia Highlands),70,5.0,3.0,5.0,3.0,5.0,3.0
Elvio Cogno 2008 Bordini  (Barbaresco),40,3.0,3.0,3.0,5.0,5.0,3.0
Concha y Toro 2013 Marques de Casa Concha Merlot (Maule Valley),25,3.0,3.0,5.0,5.0,5.0,3.0
Porta 2013 Estate Bottled Reserva Pinot Noir (B챠o B챠o Valley),14,3.0,4.0,5.0,3.0,4.0,3.0
Barzagoso 2004 Crianza  (Rioja),16,3.0,3.0,5.0,3.0,3.0,1.0
460 Casina Bric 2010 Bricco delle Viole  (Barolo),60,3.0,5.0,5.0,5.0,3.0,3.0
Quivira 2012 Sauvignon Blanc (Dry Creek Valley),15,3.0,3.0,2.0,5.0,4.0,1.0
Domaine de la Croix 2014 Eloge Ros챕 (C척tes de Provence),25,3.0,3.0,5.0,3.0,4.0,3.0
Delamotte NV Brut  (Champagne),55,5.0,3.0,4.0,3.0,3.0,5.0
Cowhorn 2012 Syrah 20 Syrah (Applegate Valley),45,4.0,5.0,3.0,3.0,5.0,3.0
Saviah 2008 Malbec (Walla Walla Valley (WA)),30,3.0,3.0,5.0,3.0,4.0,3.0
Airfield Estates 2006 Sauvignon Blanc (Yakima Valley),14,3.0,3.0,3.0,3.0,3.0,1.0
Castle Rock 2008 Pinot Noir (Napa County),12,3.0,3.0,5.0,3.0,4.0,1.0
Siduri 2015 Pratt Vineyard Sexton Road Pinot Noir (Sonoma Coast),55,3.0,3.0,4.0,3.0,5.0,3.0
Sandalford 2001 Riesling (Western Australia),17,3.0,3.0,5.0,3.0,4.0,1.0
Gustafson Family 2012 East Ridge Vineyard Estate Petite Sirah (Dry Creek Valley),28,3.0,3.0,5.0,3.0,4.0,3.0
Chakana 2006 Malbec (Mendoza),11,5.0,3.0,5.0,3.0,4.0,3.0
El Nido 2012 Red (Jumilla),130,3.0,4.0,5.0,3.0,4.0,3.0
